key	value	prod_on	page	page_src	widget	state	n_sites	behavior_files	api_members	patch_target_vas	dump_str_va	dump_xrefs
衣服点数几率_攻速_值	"5"	1	盘古4	equip-loop	value	IMPLEMENTED	1	GameSvr/Items/NativeItemPlus28.cs	ArmorPtsChance_Spd	0x783fbe	0x102b0d64	3
衣服点数几率_道术_值	"5"	1	盘古4	equip-loop	value	IMPLEMENTED	1	GameSvr/Items/NativeItemPlus28.cs	ArmorPtsChance_Tao	0x783f9b	0x102b0d1c	3
衣服点数几率_魔法_值	"5"	1	盘古4	equip-loop	value	IMPLEMENTED	1	GameSvr/Items/NativeItemPlus28.cs	ArmorPtsChance_Mgc	0x783f78	0x102b0cd4	3
被击杀触发	0	0	配置1	catalog	toggle	IMPLEMENTED	7	GameSvr/Plugins/YanshenTriggerDispatch.Wave2.cs;GameSvr/Plugins/YanshenTriggerDispatch.cs	IsBeKilledTrigger	0x766624	0x102afd00	2
装备吸血	1	1	盘古3	panel	toggle	LABEL_ONLY	7		IsEquipSteal	0x76e2a3	0x102b0630	2
装备多职业	0	0	眼神2(第1页)	panel	toggle	LABEL_ONLY	8		IsMultiJob;IsMultiJobEquip		0x102b1530	2
装备投保	0	0	扩展/物品相关	fallback	toggle	LABEL_ONLY	6		GiveItemBind;InsuranceItem;IsEquipInsurance		0x102b0160	2
装备提升人物爆率	1	1	盘古3	panel	toggle	IMPLEMENTED	6	GameSvr/Plugins/YanshenEquipDropBoost.cs	IsBoostDropRate	0x71fd37	0x102b0718	2
装备提升人物爆率_A值	"10"	1	盘古3	panel	value	IMPLEMENTED	2	GameSvr/Plugins/YanshenEquipDropBoost.cs	BoostDropRateA		0x102b0988	3
装备提升人物爆率_B值	"10"	1	盘古3	panel	value	IMPLEMENTED	2	GameSvr/Plugins/YanshenEquipDropBoost.cs	BoostDropRateB		0x102b09a0	3
装备来源	1	1	配置1	catalog	toggle	SCRIPT_ONLY	8	GameSvr/Plugins/YanshenCommands.cs;GameSvr/ScriptSystem/PasEngine/PasApiBridge.Yanshen.cs	IsItemSource;ModifyItemDesc	0x6c8aaa 0x71fe90	0x102afe40	2
装备转生穿戴判定a	0	0	眼神2(第1页)	panel	toggle	LABEL_ONLY	9		IsRebirthWear;IsRebirthWearCheck		0x102b0078	2
角色多阵营	0	0	眼神2(第1页)	panel	toggle	LABEL_ONLY	6		IsMultiFaction;IsMultiFactionEnabled		0x102b153c	2
设置玩家称号函数	1	1	盘古2	panel	toggle	SCRIPT_ONLY	6	GameSvr/ScriptSystem/PasEngine/PasApiBridge.Yanshen.cs	IsSetTitle;IsSetTitleEnabled		0x102b0020	2
诱惑之光触发脚本a	0	0	眼神2(第1页)	panel	toggle	LABEL_ONLY	6		IsLureTrigger		0x102b008c	2
读取英雄装备	0	0	配置1	catalog	toggle	SCRIPT_ONLY	5	GameSvr/ScriptSystem/PasEngine/PasApiBridge.Yanshen.cs	IsHeroReadEquip;IsHeroReadEquipEnabled	0x6e04e7	0x102afe30	2
踢玩家下线	1	1	盘古1	panel	toggle	SCRIPT_ONLY	8	GameSvr/ScriptSystem/PasEngine/PasApiBridge.Yanshen.cs	IsKickPlayer		0x102b0220	3
逐日剑法	1	1	盘古2	panel	toggle	IMPLEMENTED	8	GameSvr/Actors/TBaseObject.Attack.cs	IsSunSword	0x76b13e 0x76b14c 0x76b14d 0x771da4	0x102b06b8	2
逐日剑法_A值	"6"	1	盘古2	panel	value	IMPLEMENTED	5	GameSvr/Actors/TBaseObject.Attack.cs	SunSwordA		0x102b0848	3
逐日剑法_B值	"3"	1	盘古2	panel	value	IMPLEMENTED	5	GameSvr/Actors/TBaseObject.Attack.cs	SunSwordB		0x102b0898	3
道士合击系数	0	0	眼神2(第2页)	panel	toggle	LABEL_ONLY	5		IsTaoComboFactor;IsTaoComboFactorEnabled		0x102b1558	3
道士合击系数_数值1	""	0	眼神2(第2页)	suffix	value	LABEL_ONLY	1		TaoComboV1		0x102b13f4	3
道士合击系数_数值2	""	0	眼神2(第2页)	suffix	value	LABEL_ONLY	1		TaoComboV2		0x102b1408	3
道士合击系数_数值3	""	0	眼神2(第2页)	suffix	value	LABEL_ONLY	1		TaoComboV3		0x102b141c	3
道士合击系数_数值4	""	0	眼神2(第2页)	suffix	value	LABEL_ONLY	1		TaoComboV4		0x102b1430	3
道士合击系数_数值5	""	0	眼神2(第2页)	suffix	value	LABEL_ONLY	1		TaoComboV5		0x102b1444	3
邮件防刷	1	1	盘古1	catalog	toggle	LABEL_ONLY	7		IsMailAntiSpam;IsMailAntiSpamEnabled	0x6e7810	0x102b03b0	2
野蛮等级	0	0	配置2	catalog	toggle	IMPLEMENTED	6	GameSvr/Plugins/YanshenSkillPatches.cs	IsBarbarianLevelEnabled	0x768f67	0x102affd8	2
野蛮麻痹	1	1	盘古2	panel	toggle	SCRIPT_ONLY	6	GameSvr/ScriptSystem/PasEngine/PasApiBridge.Yanshen.cs	IsBarbarianParalysisEnabled	0x6bc9e2	0x102b05c0	2
防0拆分	1	1	盘古1	panel	toggle	IMPLEMENTED	4	GameSvr/Players/TPlayObject.PileItems.cs	IsZeroDefSplit	0x6e0ff3	0x102b03bc	2
限制摆摊	0	0	盘古1	panel	toggle	LABEL_ONLY	9		IsLimitStall;IsStallAllowed		0x102b049c	3
限制摆摊_右x	340	1	盘古1	panel	value	LABEL_ONLY	3		LimitStall_RightX		0x102b0778	3
限制摆摊_右y	340	1	盘古1	panel	value	LABEL_ONLY	3		LimitStall_RightY		0x102b0788	3
限制摆摊_左x	280	1	盘古1	panel	value	LABEL_ONLY	3		LimitStall_LeftX		0x102b0758	3
限制摆摊_左y	328	1	盘古1	panel	value	LABEL_ONLY	3		LimitStall_LeftY		0x102b0768	3
限制摆摊_等级	20	1	盘古1	panel	value	LABEL_ONLY	3		LimitStall_Level		0x102b0798	3
随机极品	1	1	盘古4	panel	toggle	IMPLEMENTED	10	GameSvr/Items/NativeItemPlus28.cs	IsRandomExtreme		0x102b073c	8
随身仓库	1	1	盘古1	catalog	toggle	LABEL_ONLY	8		IsPortableStorage;IsPortableStorageEnabled	0x6c2ab9 0x6c2dc9 0x6e087c	0x102b0360	2
雷电主属性切换	0	0	配置2	catalog	toggle	IMPLEMENTED	5	GameSvr/Plugins/YanshenSkillPatches.cs	IsLightningSwitch	0x76ea8a	0x102aff60	2
雷电带毒	0	0	盘古2	panel	toggle	IMPLEMENTED	4	GameSvr/Plugins/YanshenPoisonKeys.cs	IsLightningPoison	0x76eb1d	0x102b0584	2
雷电术切割	0	0	眼神2(第1页)	panel	toggle	LABEL_ONLY	6		IsLightningCutting		0x102b01e0	2
雷电术自定义伤害	0	0	扩展/技能相关	fallback	toggle	LABEL_ONLY	2		IsLightningCustom		0x102b01c0	2
雷电术自定义伤害_系数A	0	0	扩展/技能相关	fallback	toggle	LABEL_ONLY	2		IsLightningCustomA		0x102afe70	2
雷电术自定义伤害_系数B	0	0	扩展/技能相关	fallback	toggle	LABEL_ONLY	2		IsLightningCustomB		0x102afe88	2
雷电自定义范围	0	0	配置2	catalog	toggle	IMPLEMENTED	5	GameSvr/Plugins/YanshenSkillPatches.cs	IsLightningRange	0x76eb06	0x102aff70	2
非红名K值	""	0	盘古3	panel	value	IMPLEMENTED	3	GameSvr/Actors/TBaseObject.Base.cs;GameSvr/Players/TPlayObject.Message.cs	NormalK		0x102b09b8	3
项链属性几率_准确_值	"10"	1	盘古4	equip-loop	value	IMPLEMENTED	1	GameSvr/Items/NativeItemPlus28.cs	NecklaceAttrChance_Acc	0x76186e	0x102b10c4	3
项链属性几率_攻击_值	"10"	1	盘古4	equip-loop	value	IMPLEMENTED	1	GameSvr/Items/NativeItemPlus28.cs	NecklaceAttrChance_Atk	0x7617e2	0x102b0fa4	3
项链属性几率_攻速_值	"10"	1	盘古4	equip-loop	value	IMPLEMENTED	1	GameSvr/Items/NativeItemPlus28.cs	NecklaceAttrChance_Spd	0x76184b	0x102b107c	3
项链属性几率_道术_值	"10"	1	盘古4	equip-loop	value	IMPLEMENTED	1	GameSvr/Items/NativeItemPlus28.cs	NecklaceAttrChance_Tao	0x761828	0x102b1034	3
项链属性几率_魔法_值	"10"	1	盘古4	equip-loop	value	IMPLEMENTED	1	GameSvr/Items/NativeItemPlus28.cs	NecklaceAttrChance_Mgc	0x761805	0x102b0fec	3
项链最随机性_极品_值	"80"	1	盘古4	equip-loop	value	IMPLEMENTED	1	GameSvr/Items/NativeItemPlus28.cs	NecklaceRandExtreme	0x7617a3	0x102b10dc	3
项链最高点数_准确_值	"10"	1	盘古4	equip-loop	value	IMPLEMENTED	1	GameSvr/Items/NativeItemPlus28.cs	NecklaceMaxPts_Acc	0x761862	0x102b1094	3
项链最高点数_攻击_值	"3"	1	盘古4	equip-loop	value	IMPLEMENTED	1	GameSvr/Items/NativeItemPlus28.cs	NecklaceMaxPts_Atk	0x7617d6	0x102b0f74	3
项链最高点数_攻速_值	"10"	1	盘古4	equip-loop	value	IMPLEMENTED	1	GameSvr/Items/NativeItemPlus28.cs	NecklaceMaxPts_Spd	0x76183f	0x102b104c	3
项链最高点数_道术_值	"10"	1	盘古4	equip-loop	value	IMPLEMENTED	1	GameSvr/Items/NativeItemPlus28.cs	NecklaceMaxPts_Tao	0x76181c	0x102b1004	3
项链最高点数_魔法_值	"2"	1	盘古4	equip-loop	value	IMPLEMENTED	1	GameSvr/Items/NativeItemPlus28.cs	NecklaceMaxPts_Mgc	0x7617f9	0x102b0fbc	3
项链点数几率_准确_值	"5"	1	盘古4	equip-loop	value	IMPLEMENTED	1	GameSvr/Items/NativeItemPlus28.cs	NecklacePtsChance_Acc	0x76185d	0x102b10ac	3
项链点数几率_攻击_值	"10"	1	盘古4	equip-loop	value	IMPLEMENTED	1	GameSvr/Items/NativeItemPlus28.cs	NecklacePtsChance_Atk	0x7617d1	0x102b0f8c	3
项链点数几率_攻速_值	"5"	1	盘古4	equip-loop	value	IMPLEMENTED	1	GameSvr/Items/NativeItemPlus28.cs	NecklacePtsChance_Spd	0x76183a	0x102b1064	3
项链点数几率_道术_值	"5"	1	盘古4	equip-loop	value	IMPLEMENTED	1	GameSvr/Items/NativeItemPlus28.cs	NecklacePtsChance_Tao	0x761817	0x102b101c	3
项链点数几率_魔法_值	"10"	1	盘古4	equip-loop	value	IMPLEMENTED	1	GameSvr/Items/NativeItemPlus28.cs	NecklacePtsChance_Mgc	0x7617f4	0x102b0fd4	3
高级回收	1	1	眼神2(第2页)	panel	toggle	IMPLEMENTED	10	GameSvr/Players/TPlayObject.MemberRoster.cs;GameSvr/Players/TPlayObject.Message.cs;GameSvr/Plugins/YanshenCommands.cs;GameSvr/Plugins/YanshenRecycleDriver.cs;GameSvr/ScriptSystem/PasEngine/PasApiBridge.Yanshen.cs	AutoRecycle;IsAutoRecycle		0x102b164c	2
高级物理攻击触发	0	0	眼神2(第2页)	panel	toggle	LABEL_ONLY	4		IsAdvancedPhysTrigger		0x102b15c0	2
高级英雄倍功暴击	0	0	眼神2(第1页)	panel	toggle	LABEL_ONLY	6		IsHeroAdvancedPowerCrit;IsHeroAdvancedPowerCritEnabled		0x102b1588	2
高级魔法攻击触发	0	0	眼神2(第2页)	panel	toggle	LABEL_ONLY	4		IsAdvancedMagicTrigger		0x102b15e8	2
魔法攻击触发	0	0	配置1	catalog	toggle	IMPLEMENTED	8	GameSvr/Plugins/YanshenTriggerDispatch.Wave3.cs;GameSvr/Plugins/YanshenTriggerDispatch.cs	IsMagicAttackTrigger	0x76de84	0x102afd3c	2
魔法盾修正	1	1	配置2	catalog	toggle	LABEL_ONLY	4		IsMagicShieldFix		0x102affb0	2
麻痹中不被麻痹a	0	0	扩展/技能相关	fallback	toggle	LABEL_ONLY	2		IsParaImmune		0x102b00c0	2
麻痹概率	0	0	配置1	catalog	toggle	SCRIPT_ONLY	8	GameSvr/ScriptSystem/PasEngine/PasApiBridge.Yanshen.cs	IsParalysisEnabled	0x76e2d2	0x102afdb4	2
